ID,Vinc,id_norma,tipo_norma,numero_norma,clase_norma,organismo_origen,fecha_sancion,numero_boletin,fecha_boletin,pagina_boletin,titulo_resumido,titulo_sumario,texto_resumido,observaciones,texto_original,texto_actualizado,modificada_por,modifica_a,ANIO,RELACIONES
365,335979,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
365,336030,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
365,337678,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
365,337829,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
365,339344,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
365,340017,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
365,340437,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
365,342784,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
365,343022,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
365,344726,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
365,345117,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
365,345728,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
365,346306,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
365,346849,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
365,347802,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
365,347842,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
365,348356,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
365,348570,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
365,348847,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
365,350220,365.0,Ley,23966,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1991-08-01,27201.0,1991-08-20,1.0,COMBUSTIBLES - GAS NATURAL - JUBILACIONES ESPECIALES - IMPUESTO SOBRE LOS BIENES PERSONALES,IMPUESTOS - PREVISION SOCIAL,"SE ESTABLECE EL REGIMEN DE FINANCIAMIENTO DEL SISTEMA NACIONAL DE PREVISION SOCIAL, AFECTACION DEL IVA IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS, GAS NATURAL. DEROGACION DE REGIMENES DE JUBILACIONES ESPECIALES. DESTINO DE LOS RECURSOS DE PRIVATIZACIONES. IMPUESTO SOBRE LOS BIENES PERSONALES NO INCORPORADO AL PROCESO ECONOMICO. OBSERVADA POR EL P.E.N. EN VARIOS ARTS. E INCISOS. PROMULGADA POR DEC.1609 DEL 1-8-91. (VER NOTA EXTERNA AFIP NRO. 4/2000 - BO 17/4/2000, PAG. 11, ACLARATORIA DE LA OBLIGACION DE PRESENTAR DECLARACIONES JURADAS)","OBSERVADA POR DECRETO 1609/91, B.O. 20/08/1991, PAGINA 5.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/365/texact.htm,295.0,35.0,1991,330.0
